name,team,pos,age,GP,GS,MPG,PTS,REB,OREB,DREB,AST,STL,BLK,TOV,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%
Wendell Carter Jr.,ORL,C,25,68,51,25.9,9.1,7.2,2.2,5.0,2.0,0.8,0.6,1.1,3.3,7.2,0.46,0.5,2.3,0.234,1.9,2.6,0.737
Wendell Moore Jr.,2TM,SG,23,36,1,13.9,4.2,2.6,0.8,1.8,1.2,0.6,0.1,0.8,1.6,3.5,0.468,0.4,1.1,0.341,0.5,0.6,0.818
Xavier Tillman Sr.,BOS,C,26,33,2,7.0,1.0,1.3,0.3,1.0,0.2,0.3,0.2,0.4,0.4,1.6,0.245,0.2,1.0,0.156,0.1,0.1,0.75
Yuki Kawamura,MEM,PG,23,22,0,4.2,1.6,0.5,0.0,0.5,0.9,0.1,0.0,0.2,0.5,1.4,0.367,0.3,1.0,0.304,0.3,0.4,0.778
Yuri Collins,GSW,PG,23,2,0,8.0,1.0,1.5,1.0,0.5,2.0,1.0,0.0,0.0,0.5,1.5,0.333,0.0,0.0,,0.0,0.0,
Yves Missi,NOP,C,20,73,67,26.8,9.1,8.2,3.5,4.7,1.4,0.5,1.3,1.1,3.7,6.7,0.547,0.0,0.0,0.0,1.7,2.8,0.623
Zaccharie Risacher,ATL,SF,19,75,73,24.6,12.6,3.6,1.1,2.4,1.2,0.7,0.5,1.2,4.8,10.4,0.458,1.6,4.6,0.355,1.4,2.0,0.711
Zach Collins,2TM,PF,27,64,12,15.3,6.4,4.5,1.6,2.9,1.7,0.5,0.5,0.9,2.4,4.7,0.507,0.5,1.7,0.302,1.1,1.2,0.885
Zach Edey,MEM,C,22,66,55,21.5,9.2,8.3,3.5,4.8,1.0,0.5,1.3,1.3,3.8,6.6,0.58,0.3,0.8,0.346,1.4,1.9,0.709
Zach LaVine,2TM,SG,29,74,74,35.2,23.3,4.3,0.3,4.0,4.2,0.8,0.2,2.8,8.4,16.5,0.511,3.2,7.2,0.446,3.2,3.9,0.825
Zeke Nnaji,DEN,PF,24,57,4,10.7,3.2,1.6,0.6,1.0,0.4,0.4,0.7,0.2,1.2,2.5,0.496,0.3,0.9,0.327,0.5,0.8,0.614
Ziaire Williams,BRK,SF,23,63,45,24.5,10.0,4.6,1.0,3.6,1.3,1.0,0.4,1.1,3.4,8.3,0.412,1.6,4.8,0.341,1.6,2.0,0.821
Zion Williamson,NOP,PF,24,30,30,28.6,24.6,7.2,2.5,4.7,5.3,1.2,0.9,3.0,9.6,16.9,0.567,0.1,0.4,0.231,5.3,8.0,0.656
Zyon Pullin,MEM,SG,23,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,
